True clone	Inf clone	GE	Annotation
#Clone1	#clo6	2	Initial
#Clone2	#clo6	4	Initial
#Clone3	#clo15	4	Initial
#Clone4	#clo6	5	Initial
#Clone5	#clo6	6	Initial
#Clone6	#clo15	7	Initial
#Clone7	#clo15	2	Initial
#Clone8	#clo8	2	Initial
#Clone9	#clo5	7	Initial
#Clone10	#clo5	2	Initial
#Clone11	#clo7	5	Initial
#Clone12	#clo8	6	Initial
#Clone13	#clo8	7	Initial
#Clone14	#clo8	3	Initial
#Clone15	#clo7	14	Initial
#Clone16	#clo5	4	Initial
#Clone17	#clo5	3	Initial
#Clone18	#clo8	5	Initial
#Clone19	#clo16	1	Initial
#Clone20	#clo5	7	Initial
#Clone21	#clo16	3	Initial
#Clone22	#clo15	4	Initial
#Clone23	#clo15	4	Initial
#Clone24	#clo15	5	Initial
#Clone25	#clo5	12	Initial
#Clone26	#clo16	2	Initial
#Clone27	#clo9	11	Initial
#Clone28	#clo13	4	Initial
#Clone29	#clo13	3	Initial
#Clone30	#clo13	1	Initial
#Clone31	#clo9	4	Initial
#Clone32	#clo9	9	Initial
#Clone33	#clo9	7	Initial
#Clone34	#clo2	1	Initial
#Clone35	#clo2	9	Initial
#Clone36	#clo2	5	Initial
#Clone37	#clo2	3	Initial
#Clone38	#clo15	15	Initial
#Clone39	#clo15	14	Initial
#Clone40	#clo15	7	Initial
#Clone41	#clo3	1	Initial
#Clone42	#clo3	2	Initial
#Clone43	#clo13	3	Initial
#Clone11	#clo10	15	ExtraInf
