True clone	Inf clone	GE	Annotation
#Clone1	#clo3	2	Initial
#Clone2	#clo12	11	Initial
#Clone3	#clo3	4	Initial
#Clone4	#clo3	6	Initial
#Clone5	#clo6	7	Initial
#Clone6	#clo3	3	Initial
#Clone7	#clo12	3	Initial
#Clone8	#clo6	4	Initial
#Clone9	#clo7	2	Initial
#Clone10	#clo7	6	Initial
#Clone11	#clo6	6	Initial
#Clone12	#clo6	5	Initial
#Clone13	#clo6	4	Initial
#Clone14	#clo7	3	Initial
#Clone15	#clo13	0	Initial
#Clone16	#clo13	3	Initial
#Clone17	#clo12	5	Initial
#Clone18	#clo13	1	Initial
#Clone19	#clo12	12	Initial
#Clone20	#clo12	4	Initial
#Clone21	#clo11	0	Initial
#Clone22	#clo12	5	Initial
#Clone23	#clo11	5	Initial
#Clone24	#clo11	2	Initial
#Clone25	#clo12	4	Initial
#Clone26	#clo11	4	Initial
#Clone27	#clo12	1	Initial
#Clone28	#clo9	0	Initial
#Clone29	#clo12	5	Initial
#Clone30	#clo1	1	Initial
#Clone31	#clo1	11	Initial
#Clone32	#clo12	5	Initial
#Clone33	#clo12	8	Initial
#Clone34	#clo10	0	Initial
#Clone35	#clo10	2	Initial
#Clone36	#clo2	2	Initial
#Clone37	#clo2	10	Initial
#Clone38	#clo2	3	Initial
