True clone	Inf clone	GE	Annotation
#Clone1	#clo7	3	Initial
#Clone2	#clo2	10	Initial
#Clone3	#clo9	8	Initial
#Clone4	#clo9	15	Initial
#Clone5	#clo7	9	Initial
#Clone6	#clo10	1	Initial
#Clone7	#clo2	1	Initial
#Clone8	#clo10	5	Initial
#Clone9	#clo6	3	Initial
#Clone10	#clo18	1	Initial
#Clone11	#clo18	3	Initial
#Clone12	#clo2	2	Initial
#Clone13	#clo2	3	Initial
#Clone14	#clo13	16	Initial
#Clone15	#clo16	3	Initial
#Clone16	#clo2	10	Initial
#Clone17	#clo9	14	Initial
#Clone18	#clo9	10	Initial
#Clone19	#clo5	4	Initial
#Clone20	#clo11	2	Initial
#Clone21	#clo11	4	Initial
#Clone22	#clo11	5	Initial
#Clone23	#clo11	3	Initial
#Clone24	#clo9	7	Initial
#Clone25	#clo9	5	Initial
#Clone26	#clo9	9	Initial
#Clone27	#clo9	4	Initial
#Clone28	#clo4	1	Initial
#Clone29	#clo4	7	Initial
#Clone30	#clo4	4	Initial
#Clone31	#clo4	6	Initial
#Clone32	#clo12	2	Initial
#Clone33	#clo9	6	Initial
#Clone34	#clo9	3	Initial
#Clone35	#clo5	0	Initial
#Clone36	#clo16	1	Initial
#Clone37	#clo5	2	Initial
#Clone38	#clo5	8	Initial
