True clone	Inf clone	GE	Annotation
#Clone1	#clo5	3	Initial
#Clone2	#clo5	7	Initial
#Clone3	#clo7	4	Initial
#Clone4	#clo4	8	Initial
#Clone5	#clo7	2	Initial
#Clone6	#clo8	2	Initial
#Clone7	#clo7	5	Initial
#Clone8	#clo7	3	Initial
#Clone9	#clo8	5	Initial
#Clone10	#clo14	0	Initial
#Clone11	#clo14	2	Initial
#Clone12	#clo4	3	Initial
#Clone13	#clo4	1	Initial
#Clone14	#clo10	1	Initial
#Clone15	#clo4	3	Initial
#Clone16	#clo11	1	Initial
#Clone17	#clo11	4	Initial
#Clone18	#clo10	9	Initial
#Clone19	#clo6	8	Initial
#Clone20	#clo10	5	Initial
#Clone21	#clo6	3	Initial
#Clone22	#clo4	6	Initial
#Clone23	#clo6	4	Initial
#Clone24	#clo4	6	Initial
#Clone25	#clo4	5	Initial
#Clone26	#clo6	5	Initial
#Clone27	#clo4	7	Initial
#Clone28	#clo11	3	Initial
#Clone29	#clo3	5	Initial
#Clone30	#clo9	5	Initial
#Clone31	#clo11	5	Initial
#Clone32	#clo11	9	Initial
#Clone33	#clo1	1	Initial
#Clone34	#clo2	1	Initial
#Clone35	#clo1	5	Initial
#Clone36	#clo4	3	Initial
#Clone37	#clo2	2	Initial
#Clone38	#clo11	1	Initial
#Clone39	#clo2	6	Initial
