True clone	Inf clone	GE	Annotation
#Clone1	#clo5	2	Initial
#Clone2	#clo5	10	Initial
#Clone3	#clo1	9	Initial
#Clone4	#clo1	11	Initial
#Clone5	#clo5	8	Initial
#Clone6	#clo8	4	Initial
#Clone7	#clo8	7	Initial
#Clone8	#clo1	1	Initial
#Clone9	#clo4	1	Initial
#Clone10	#clo1	5	Initial
#Clone11	#clo4	2	Initial
#Clone12	#clo12	1	Initial
#Clone13	#clo1	6	Initial
#Clone14	#clo1	2	Initial
#Clone15	#clo6	5	Initial
#Clone16	#clo10	1	Initial
#Clone17	#clo10	10	Initial
#Clone18	#clo10	2	Initial
#Clone19	#clo10	5	Initial
#Clone20	#clo10	6	Initial
#Clone21	#clo1	5	Initial
#Clone22	#clo1	8	Initial
#Clone23	#clo7	2	Initial
#Clone24	#clo6	3	Initial
#Clone25	#clo6	3	Initial
#Clone26	#clo3	1	Initial
#Clone27	#clo1	8	Initial
#Clone28	#clo3	5	Initial
#Clone29	#clo1	4	Initial
#Clone30	#clo3	7	Initial
#Clone31	#clo3	3	Initial
#Clone32	#clo9	2	Initial
#Clone33	#clo6	6	Initial
#Clone34	#clo9	3	Initial
#Clone35	#clo1	9	Initial
#Clone36	#clo1	11	Initial
#Clone37	#clo9	8	Initial
#Clone38	#clo2	1	Initial
#Clone39	#clo2	6	Initial
#Clone40	#clo2	2	Initial
#Clone41	#clo2	3	Initial
#Clone42	#clo4	10	Initial
