True clone	Inf clone	GE	Annotation
#Clone1	#clo5	6	Initial
#Clone2	#clo12	16	Initial
#Clone3	#clo12	1	Initial
#Clone4	#clo1	7	Initial
#Clone5	#clo5	7	Initial
#Clone6	#clo1	3	Initial
#Clone7	#clo12	17	Initial
#Clone8	#clo8	1	Initial
#Clone9	#clo8	2	Initial
#Clone10	#clo8	5	Initial
#Clone11	#clo8	6	Initial
#Clone12	#clo12	6	Initial
#Clone13	#clo12	4	Initial
#Clone14	#clo12	14	Initial
#Clone15	#clo14	12	Initial
#Clone16	#clo1	3	Initial
#Clone17	#clo1	10	Initial
#Clone18	#clo11	1	Initial
#Clone19	#clo12	6	Initial
#Clone20	#clo11	3	Initial
#Clone21	#clo11	5	Initial
#Clone22	#clo11	8	Initial
#Clone23	#clo6	0	Initial
#Clone24	#clo12	6	Initial
#Clone25	#clo12	10	Initial
#Clone26	#clo6	7	Initial
#Clone27	#clo6	5	Initial
#Clone28	#clo6	4	Initial
#Clone29	#clo3	0	Initial
#Clone30	#clo12	4	Initial
#Clone31	#clo3	5	Initial
#Clone32	#clo3	4	Initial
#Clone33	#clo3	1	Initial
#Clone34	#clo10	1	Initial
#Clone35	#clo10	4	Initial
#Clone36	#clo4	2	Initial
#Clone37	#clo1	3	Initial
#Clone38	#clo4	4	Initial
#Clone39	#clo1	6	Initial
