True clone	Inf clone	GE	Annotation
#Clone1	#clo7	0	Initial
#Clone2	#clo9	0	Initial
#Clone3	#clo10	0	Initial
#Clone4	#clo9	5	Initial
#Clone5	#clo8	0	Initial
#Clone6	#clo2	2	Initial
#Clone7	#clo2	3	Initial
#Clone8	#clo8	2	Initial
#Clone9	#clo2	1	Initial
#Clone10	#clo2	6	Initial
#Clone11	#clo10	7	Initial
#Clone12	#clo13	1	Initial
#Clone13	#clo8	6	Initial
#Clone14	#clo4	5	Initial
#Clone15	#clo14	0	Initial
#Clone16	#clo5	5	Initial
#Clone17	#clo5	3	Initial
#Clone18	#clo14	3	Initial
#Clone19	#clo14	2	Initial
#Clone20	#clo13	5	Initial
#Clone21	#clo5	2	Initial
#Clone22	#clo5	0	Initial
#Clone23	#clo10	2	Initial
#Clone24	#clo2	0	Initial
#Clone25	#clo13	2	Initial
#Clone26	#clo13	4	Initial
#Clone27	#clo10	3	Initial
#Clone28	#clo10	10	Initial
#Clone29	#clo13	3	Initial
#Clone30	#clo4	0	Initial
#Clone31	#clo10	6	Initial
#Clone32	#clo4	1	Initial
#Clone33	#clo12	0	Initial
#Clone34	#clo10	4	Initial
#Clone35	#clo10	3	Initial
#Clone36	#clo12	4	Initial
#Clone37	#clo3	1	Initial
#Clone38	#clo3	4	Initial
#Clone39	#clo13	8	Initial
#Clone40	#clo3	5	Initial
