True clone	Inf clone	GE	Annotation
#Clone1	#clo3	2	Initial
#Clone2	#clo3	6	Initial
#Clone3	#clo13	9	Initial
#Clone4	#clo4	4	Initial
#Clone5	#clo4	9	Initial
#Clone6	#clo13	7	Initial
#Clone7	#clo13	5	Initial
#Clone8	#clo10	3	Initial
#Clone9	#clo12	2	Initial
#Clone10	#clo13	8	Initial
#Clone11	#clo13	4	Initial
#Clone12	#clo12	5	Initial
#Clone13	#clo13	5	Initial
#Clone14	#clo12	4	Initial
#Clone15	#clo8	0	Initial
#Clone16	#clo9	2	Initial
#Clone17	#clo8	6	Initial
#Clone18	#clo9	2	Initial
#Clone19	#clo8	4	Initial
#Clone20	#clo9	7	Initial
#Clone21	#clo13	9	Initial
#Clone22	#clo5	1	Initial
#Clone23	#clo13	1	Initial
#Clone24	#clo5	3	Initial
#Clone25	#clo13	4	Initial
#Clone26	#clo5	2	Initial
#Clone27	#clo1	1	Initial
#Clone28	#clo10	4	Initial
#Clone29	#clo6	1	Initial
#Clone30	#clo10	3	Initial
#Clone31	#clo13	7	Initial
#Clone32	#clo6	8	Initial
#Clone33	#clo6	3	Initial
#Clone34	#clo6	2	Initial
#Clone35	#clo2	1	Initial
#Clone36	#clo10	3	Initial
#Clone37	#clo2	4	Initial
#Clone38	#clo2	2	Initial
