True clone	Inf clone	GE	Annotation
#Clone1	#clo8	2	Initial
#Clone2	#clo8	8	Initial
#Clone3	#clo7	10	Initial
#Clone4	#clo8	3	Initial
#Clone5	#clo9	2	Initial
#Clone6	#clo10	2	Initial
#Clone7	#clo9	3	Initial
#Clone8	#clo10	3	Initial
#Clone9	#clo7	1	Initial
#Clone10	#clo10	8	Initial
#Clone11	#clo9	4	Initial
#Clone12	#clo1	15	Initial
#Clone13	#clo1	11	Initial
#Clone14	#clo7	9	Initial
#Clone15	#clo1	7	Initial
#Clone16	#clo7	6	Initial
#Clone17	#clo1	9	Initial
#Clone18	#clo14	1	Initial
#Clone19	#clo14	3	Initial
#Clone20	#clo14	6	Initial
#Clone21	#clo14	12	Initial
#Clone22	#clo12	5	Initial
#Clone23	#clo8	8	Initial
#Clone24	#clo11	3	Initial
#Clone25	#clo11	9	Initial
#Clone26	#clo5	3	Initial
#Clone27	#clo7	3	Initial
#Clone28	#clo7	3	Initial
#Clone29	#clo1	7	Initial
#Clone30	#clo13	2	Initial
#Clone31	#clo11	3	Initial
#Clone32	#clo13	5	Initial
#Clone33	#clo11	4	Initial
#Clone34	#clo4	4	Initial
#Clone35	#clo4	10	Initial
#Clone36	#clo11	2	Initial
#Clone37	#clo4	5	Initial
