True clone	Inf clone	GE	Annotation
#Clone1	#clo5	3	Initial
#Clone2	#clo2	1	Initial
#Clone3	#clo2	8	Initial
#Clone4	#clo5	5	Initial
#Clone5	#clo2	6	Initial
#Clone6	#clo4	9	Initial
#Clone7	#clo11	9	Initial
#Clone8	#clo11	5	Initial
#Clone9	#clo5	7	Initial
#Clone10	#clo2	5	Initial
#Clone11	#clo1	3	Initial
#Clone12	#clo2	2	Initial
#Clone13	#clo2	5	Initial
#Clone14	#clo15	1	Initial
#Clone15	#clo2	5	Initial
#Clone16	#clo16	4	Initial
#Clone17	#clo15	3	Initial
#Clone18	#clo16	2	Initial
#Clone19	#clo10	1	Initial
#Clone20	#clo11	2	Initial
#Clone21	#clo10	3	Initial
#Clone22	#clo6	2	Initial
#Clone23	#clo6	8	Initial
#Clone24	#clo16	1	Initial
#Clone25	#clo6	4	Initial
#Clone26	#clo6	6	Initial
#Clone27	#clo3	2	Initial
#Clone28	#clo2	3	Initial
#Clone29	#clo3	9	Initial
#Clone30	#clo2	7	Initial
#Clone31	#clo8	1	Initial
#Clone32	#clo11	5	Initial
#Clone33	#clo8	6	Initial
#Clone34	#clo2	5	Initial
#Clone35	#clo8	4	Initial
#Clone36	#clo11	3	Initial
